name,link,tags
Ràng buộc (Constraint) trong SQL,https://viblo.asia/p/rang-buoc-constraint-trong-sql-eW65GAnJZDO,ràng buộc sql
Tìm hiểu về cách thiết kế Class Diagram,https://viblo.asia/p/tim-hieu-ve-cach-thiet-ke-class-diagram-L4x5xLyY5BM,agile
Khai phá mẫu phổ biến và luật kết hợp,https://viblo.asia/p/khai-pha-mau-pho-bien-va-luat-ket-hop-gGJ59QAa5X2,associationrules
Phương thức GET và POST trong php,https://viblo.asia/p/phuong-thuc-get-va-post-trong-php-L4x5xabbKBM,get & post
Ngôn ngữ lập trình Groovy - phần 1,https://viblo.asia/p/ngon-ngu-lap-trinh-groovy-phan-1-1VgZvMmRKAw,groovy
"Tìm hiểu về Webserver, PHP và cách cài đặt XAMPP trên Windows",https://viblo.asia/p/tim-hieu-ve-webserver-php-va-cach-cai-dat-xampp-tren-windows-Qpmlej0o5rd,xampp
3D Gallery Đơn Giản Chỉ Với CSS,https://viblo.asia/p/3d-gallery-don-gian-chi-voi-css-LzD5deRYKjY,css
OpenEdx - Masive open online course,https://viblo.asia/s/vElaB8445kw,mooc
Laravel in Production,https://viblo.asia/s/zD5dB8O4ZjY,logging
Giải thuật bản đầy đủ,https://viblo.asia/s/GJ59jLaDKX2,giai thuat
MongoDB cơ bản cho người mới,https://viblo.asia/s/Je5EjWY4KnL,mongodb
Deploy PHP Application với server Ubuntu,https://viblo.asia/s/yDZOPgQQlwj,ubuntu
Agile căn bản và cách vận dụng,https://viblo.asia/s/dbZN76xvlYM,agile
PyTorch Tutorial,https://viblo.asia/s/Wj53OQVb56m,pytorch
Theo dõi dung lượng lưu trữ và cài đặt cảnh báo trên Amazon EC2,https://viblo.asia/s/z45bx8JzZxY,server monitoring
Linux Privilege Escalation,https://viblo.asia/s/Wj53OQgw56m,environment variables
Tìm hiểu Ruby căn bản,https://viblo.asia/s/RNZqg8Eq50n,ruby 2.6
Series cùng bần đạo tìm hiểu về send email với laravel,https://viblo.asia/s/VgZvE2WmKAw,job
Làm chủ SOLID - Full series,https://viblo.asia/s/bq5QL7dmlD8,kotlin
Mysql Database Design,https://viblo.asia/s/L6lAyemAlek,mysql
Một vài cuốn sách hay,https://viblo.asia/s/bq5QL7eLlD8,life
ReactJs cho người mới bắt đầu,https://viblo.asia/s/nB5pXJaD5PG,complex
Kiến thức toán học cần thiết,https://viblo.asia/s/68Z00JrQZkG,mathemmatics
Lập trình với Kotlin cho người mới bắt đầu.,https://viblo.asia/s/Am5yq0NX5db,class
Tạo ứng dụng đọc sách điện tử với EPUB,https://viblo.asia/s/rLZDXogOZk0,java
Python everything,https://viblo.asia/s/nB5pXJ825PG,angularjs
Hướng dẫn lập trình Dapp,https://viblo.asia/s/b85ogvv052G,solidity
Tìm hiểu về Cassandra,https://viblo.asia/s/QqKLv3RNl7z,cassandra
Các thư viện JavaScript bổ ích với Laravel,https://viblo.asia/s/rLZDXorVZk0,editor
Vài ba thứ linh tinh về shellscript,https://viblo.asia/s/4x5xpqPq5BM,return
Tìm hiểu về Docker.,https://viblo.asia/s/vElaBka45kw,docker
Design Pattern Ruby,https://viblo.asia/s/P0lPmJGg5ox,design pattern
Chatbot the lazy way,https://viblo.asia/s/aGK7jNGB5j2,node.js
Pixel Art in action,https://viblo.asia/s/QqKLv3qpl7z,photoshop
ECMAScript 2015 - ES6,https://viblo.asia/s/7LKXNqeDlV4,es6
xamarin playlist,https://viblo.asia/s/zD5dBoezZjY,uncategory
[Translation] Các khái niệm cơ bản về Fragment trong Android,https://viblo.asia/s/z45bxj4zZxY,android
Framgia CTF Write-ups,https://viblo.asia/s/jeZ107ejKWz,ctf
Tôi đã viết game Bầu Cua chơi qua Livestream như thế nào!,https://toidicodedao.com/2020/03/03/lam-game-bau-cua-live-stream/,youtube api
Ba bài học về Software Engineering học được qua một buổi hái xoài (bonus thêm 2 trái xoài siêu to khổng lồ),https://toidicodedao.com/2019/07/09/hai-xoai-va-software-engineer/,đại học
Chuyện Code Chuyện Đời – Lại chuyện tình iu và chuyện kinh nghiệm code,https://toidicodedao.com/2019/01/22/chuyen-tinh-iu-va-kinh-nghiem-code/,đi làm
Bốn phương pháp rèn luyện tư duy lập trình,https://toidicodedao.com/2018/10/09/ren-luyen-tu-duy-lap-trinh/,youtube channel
Tổng hợp những câu nói gây ức chế nhất cho developer,https://toidicodedao.com/2018/07/05/cau-noi-gay-uc-che-developer/,đi làm
"Đưa kiến thức lập trình tự tìm đến bạn thông qua email, Facebook và Youtube",https://toidicodedao.com/2018/02/27/dua-kien-thuc-lap-trinh-tu-tim-den-ban-thong-qua-email-facebook-va-youtube/,youtube
Làm thế nào để trở thành Web Developer – Phần 1,https://toidicodedao.com/2017/08/17/lam-the-nao-de-tro-thanh-web-developer-phan-1/,website
"Facebook và Google đã dòm ngó, theo dõi chúng ta như thế nào?",https://toidicodedao.com/2017/08/15/facebook-va-google-theo-doi-nguoi-dung-nhu-the-nao/,web
Xoá mù Agile và Scurm – Phần 1 – Tìm hiểu về Agile,https://toidicodedao.com/2017/04/25/tim-hieu-agile-scrum-la-gi/,waterfall
Nghịch ngợm RestAPI với Postman – Gọi API đâu có gì khó?,https://toidicodedao.com/2017/01/10/goi-rest-api-voi-postman/,web developer
Series Bảo Mật Nhập Môn – Bảo mật cơ bản cho developer,https://toidicodedao.com/2016/09/13/bao-mat-co-ban-phan-1/,tấn công
Series SOLID cho thanh niên code CỨNG: Liskov substitution principle,https://toidicodedao.com/2016/05/17/series-solid-cho-thanh-nien-code-cung-liskov-substitution-principle/,srp
Series JavaScript sida – Object trong JavaScript,https://toidicodedao.com/2016/01/19/series-javascript-sida-object-trong-javascript/,web developer
Review sách: Microsoft .NET – Architecting Applications for the Enterprise (1st Edition),https://toidicodedao.com/2015/10/06/review-sach-microsoft-net-architecting-applications-for-the-enterprise-1st-edition/,software architecture
Cách tiếp cận 1 ngôn ngữ/công nghệ mới – Phần 2,https://toidicodedao.com/2015/06/25/cach-tiep-can-1-ngon-ngucong-nghe-moi-phan-2/,đại học
"Series C# hay ho: IEnumerable và yield, tưởng đơn giản mà lắm thứ phải bàn",https://toidicodedao.com/2015/03/10/series-c-hay-ho-ienumerable-va-yield-tuong-don-gian-ma-lam-thu-phai-ban/,yield
Phỏng vấn tác giả Proxyman: Từ side project thành full-time business,https://thefullsnack.com/posts/interview-nghia-tran-proxyman.html,"interview , indiehackerph"
"Paper Review: Chuyện học khi ""mê sảng""",https://thefullsnack.com/posts/lucid-dream-learning.html,paperpaper
Ứng dụng Convolutional Neural Network trong bài toán phân loại ảnh,https://viblo.asia/p/ung-dung-convolutional-neural-network-trong-bai-toan-phan-loai-anh-4dbZNg8ylYM,image classification
Tại sao ta thường không cần Antivirus trên Linux,https://viblo.asia/p/tai-sao-ta-thuong-khong-can-antivirus-tren-linux-3P0lPDRblox,virus
VuePress - Làm blog cá nhân trong một nốt nhạc,https://viblo.asia/p/vuepress-lam-blog-ca-nhan-trong-mot-not-nhac-Qbq5QQmE5D8,vuepress
Bài toán rút tiền cây ATM PHP sử dụng if...else,https://viblo.asia/p/bai-toan-rut-tien-cay-atm-php-su-dung-ifelse-924lJ4n0KPM,bài toán rút tiền
Cách dùng localization trong JS với project Laravel,https://viblo.asia/p/cach-dung-localization-trong-js-voi-project-laravel-naQZRvkjZvx,js
Rasa Forms Tutorial,https://viblo.asia/p/rasa-forms-tutorial-Ljy5Vm4zlra,rasa
50 tips cho mọi lập trình viên,https://viblo.asia/s/Je5EjWdGKnL,beginer developer
Python cho người mới bắt đầu,https://viblo.asia/s/jeZ103V8KWz,tuple
Tìm hiểu Ec-cube 4,https://viblo.asia/s/VgZvEvNYKAw,php
Series 1 | Chia sẻ tài liệu học CNTT,https://viblo.asia/s/zD5dB8DwZjY,cơ sở ngành cntt
Tự học React ...,https://viblo.asia/s/7LKXN8O2lV4,reactjs
Học nhanh ngôn ngữ Dart (Flutter) nhờ ngôn ngữ Kotlin,https://viblo.asia/s/dbZN76DvlYM,lambda expression
[Linux Basic Command] Sử dụng lệnh cơ bản trên Linux,https://viblo.asia/s/P0lPmrv85ox,phim tat linux
"JavaScript cho người ""không mới""",https://viblo.asia/s/yEZkg8LgZQ0,javascript
Tìm hiểu về Apache Kafka,https://viblo.asia/s/J3ZgB8kAKmB,mayfest
Series PhpStorm,https://viblo.asia/s/WrZng8bplxw,fix conflict
Các thuật toán sắp xếp thông dụng,https://viblo.asia/s/aGK7jPwL5j2,bubble sort
[ToanPV] [Today I Learn] Note những thứ tự học trong ngày,https://viblo.asia/s/zD5dB8neZjY,dgraph
ES6 - Từ cơ bản tới nâng cao,https://viblo.asia/s/yEZkg8dAZQ0,es6
Clean Code Ruby,https://viblo.asia/s/dbZN76mmlYM,clean code ruby - methods
Bài viết chia sẻ về PHP,https://viblo.asia/s/Wj53OmMQ56m,traits
Tìm hiểu về Laravel 6.x,https://viblo.asia/s/P0lPmJgG5ox,semantic
Kinh nghiệm code React Native từ một Web Developer,https://viblo.asia/s/jy5VB2GM5ra,messenger
Thiết lập theme Material Component cho Android,https://viblo.asia/s/Wj53Omr856m,google material design
[Dịch sách] Ebook Web Hacking 101: SĂN TIỀN THƯỞNG TỪ CÁC LỖ HỔNG BẢO MẬT WEB,https://viblo.asia/s/yDZOPvdOlwj,#web
Lập trình với Ruby on Rails cơ bản (ROR),https://viblo.asia/s/bq5QL7nXlD8,query
Trả lời các câu hỏi mà bản thân thấy thích thú về lập trình. :),https://viblo.asia/s/DVK2jPNAKLj,class
HYBRID AUTOMATION FRAMEWORK (Python test automation),https://viblo.asia/s/4x5xpq9w5BM,testing framework
Tìm hiểu về Storybook,https://viblo.asia/s/375z09mjZGW,workflow
Become friend with JavaScript,https://viblo.asia/s/dbZN7Q6klYM,javascript
"Series Viết code ""nghệ thuật""",https://viblo.asia/s/o754jLL0ZM6,javascript
Chuẩn viết code PHP theo  PHP Fig,https://viblo.asia/s/aGK7jNNb5j2,clean code
QuesXpert: Chương trình hỏi - đáp công nghệ,https://viblo.asia/s/24lJDggYKPM,ruby on rails
Ngôn ngữ lập trình Go,https://viblo.asia/s/OVlYq0RQl8W,oop
Học Redux bằng hướng dẫn dễ dàng nhất thế giới,https://viblo.asia/s/W65GEpBjZDO,reactjs
Learn the Javascript,https://viblo.asia/s/z45bxjqQZxY,function scope
Series lập trình Nodejs,https://viblo.asia/s/7LKXNqkelV4,node.js
JavaScript Design Pattern,https://viblo.asia/s/jeZ107z8KWz,constructor pattern
PHP Developer ffffffffffff,https://viblo.asia/s/rLZDXoGEZk0,ssh
2018 - Cùng nhau học Docker,https://viblo.asia/s/Wj53Omjb56m,docker container
Từ căn bản đến nâng cao về Responsive Web Design,https://viblo.asia/s/VgZvE26rKAw,front-end
Securing Spring Boot with JWT,https://viblo.asia/s/J3ZgBp3AKmB,java
Elixir và Unicode,https://viblo.asia/s/Am5yq0DE5db,utf-8
"Bạn biết JS, jQuery và nghĩ rằng mình đã thành thạo JavaScript? Hãy để hiện thực vả bạn sml",https://toidicodedao.com/2020/02/25/lam-sao-thanh-thao-front-end/,webpack
Giải ngố về môi trường (environment) – Một khái niệm/kĩ thuật cực hữu ích trong ngành lập trình,https://toidicodedao.com/2019/07/02/environment-trong-lap-trinh/,tester
Cùng học Cờ Lao – Azure Phần 2: Tạo máy ảo (Virtual Machine) Windows để nghịch ngợm,https://toidicodedao.com/2019/01/15/cung-hoc-co-lao-azure-phan-2-tao-may-ao-virtual-machine-windows-de-nghich-ngom/,điện toán đám mây
Làm sao để trở thành senior developer lương “nghìn đô”,https://toidicodedao.com/2018/10/04/lam-sao-thanh-senior-developer/,senior developer
Sự khác biệt giữa developer thường và developer “xịn”,https://toidicodedao.com/2018/07/03/khac-biet-developer-thuong-va-developer-xin/,web
Ngẫm – Không có khiếu code thì liệu có theo ngành lập trình được không?,https://toidicodedao.com/2018/02/06/khong-co-khieu-code-co-nen-theo-nganh-lap-trinh/,đam mê
Làm sao để thiết kế hệ thống phục vụ hàng triệu người dùng?,https://toidicodedao.com/2017/08/01/thiet-ke-he-thong-trieu-nguoi-dung-high-scalability/,uber
Khoảng trống kiến thức giữa sinh viên IT và Lập Trình Viên,https://toidicodedao.com/2017/04/20/khoang-trong-kien-thuc-lap-trinh-vien/,xin việc
Series Nhận diện Idol: Phần 2 – Kiến trúc tổng thể và các công nghệ sử dụng,https://toidicodedao.com/2016/12/27/nhan-dien-idol-phan-2-kien-truc-cong-nghe/,website
Tôi đã hack “tơi tả” Web Site của Lotte Cinema như thế nào?,https://toidicodedao.com/2016/08/30/hack-lotte-cinema/,xss attack
Top 26 sai lầm mà các lập trình viên “non trẻ” hay mắc phải,https://toidicodedao.com/2016/05/12/top-26-sai-lam-ma-cac-lap-trinh-vien-non-tre-hay-mac-phai/,xây dựng hình ảnh
[Tutorial] Viết ứng dụng di động một cách dễ dàng với Ionic Framework,https://toidicodedao.com/2016/01/12/tutorial-viet-ung-dung-di-dong-mot-cach-de-dang-voi-ionic-framework/,window phone
NoSQL có gì hay ho – Tổng quan về NoSQL – Phần 2,https://toidicodedao.com/2015/09/29/nosql-co-gi-hay-ho-tong-quan-ve-nosql-phan-2/,tổng quan
Thao tác với các phần tử DOM với React Hook sử dụng useRef(),https://viblo.asia/p/thao-tac-voi-cac-phan-tu-dom-voi-react-hook-su-dung-useref-bWrZnxrr5xw,react
Bước đầu làm quen với NodeJS và Socket.io,https://viblo.asia/p/buoc-dau-lam-quen-voi-nodejs-va-socketio-MJyGjQrWvPB,express
Edx là gì? Chúng ta cùng nhau tìm hiểu nhé,https://viblo.asia/p/edx-la-gi-chung-ta-cung-nhau-tim-hieu-nhe-RQqKLerMZ7z,edx
Business Analysis: Planning and Ensuring Success (Phần 2),https://viblo.asia/p/business-analysis-planning-and-ensuring-success-phan-2-RQqKLek4Z7z,stakeholder
Tạo Blockchain Application trên Android (Phần 3 - Verify and Publish Token),https://viblo.asia/p/tao-blockchain-application-tren-android-phan-3-verify-and-publish-token-aWj53WAY56m,dapp
Mã hóa bất đối xứng,https://viblo.asia/s/68Z00ndNZkG,encryption
Pytorch Learning Series.,https://viblo.asia/s/QqKLvpYml7z,pytorch
Bookmarks-220820,https://viblo.asia/s/L6lAy1PNlek,code convention
Laravel Vỡ Lòng,https://viblo.asia/s/o754jvWBZM6,laravel
Chatbots are cool. Let's build a chatbot!,https://viblo.asia/s/OVlYq8dzl8W,machine learning
asdfjhg asdfjhg asdfjhg,https://viblo.asia/s/VgZvEvB1KAw,regex
Nhật kí xây dựng hệ thống máy chấm thi lập trình tực tuyến,https://viblo.asia/s/nB5pX8nY5PG,code challenge
"Hôm nay ăn gì với Laravel, ReactJS, React Hook, Redux Saga",https://viblo.asia/s/W65GEj36ZDO,reactjs
Useful posts about growthacking,https://viblo.asia/s/o754jv7QZM6,growth hacking
Series Lưu Lại Để Khi Cần Thiết,https://viblo.asia/s/24lJDzvXKPM,c#
Triển khai lên Production làm sao cho nuột,https://viblo.asia/s/Je5EjW31KnL,clean code
Học Kubernetes qua ví dụ minh họa,https://viblo.asia/s/OVlYq8xvl8W,ingress
Xây dựng ứng dụng không server với React Native và AWS,https://viblo.asia/s/DVK2jP00KLj,amazon web services (aws)
Custom Wordpress,https://viblo.asia/s/z45bxjdqZxY,plugins
API Testing bằng Postman,https://viblo.asia/s/aGK7jNxA5j2,postman
Update công nghệ,https://viblo.asia/s/WOZrgP9ylQ0,non-tech
Nghịch Google Cloud,https://viblo.asia/s/3m5WBNgglO7,kubernetes engine
Learning - Node.js,https://viblo.asia/s/4x5xpqYB5BM,javascript
Cyber Security With Exploit Development,https://viblo.asia/s/3vKjRgNAK2R,exploit development
[iOS] Core Animation,https://viblo.asia/s/DVK2jPAmKLj,ios
Tăng tốc cho Rails bằng việc loại bỏ N+1 queries,https://viblo.asia/s/QqKLv3Drl7z,ruby on rails
Một số thủ thuật đơn giản nhưng tăng đáng kể hiệu suất cho Website của bạn,https://viblo.asia/s/jy5VB2Ny5ra,css
Flask Tutorials (Out-dated),https://viblo.asia/s/WOZrgPL7lQ0,python
Các nguyên tắc cơ bản về quá trình Code Signing trong iOS,https://viblo.asia/s/3m5WBN87lO7,code signing
[Spring boot + Rest API],https://viblo.asia/s/P0lPmJrP5ox,spring boot
Ruby & Ruby on Rails,https://viblo.asia/s/MnKMJDDDZ7P,draper
React Sketch.app,https://viblo.asia/s/WrZngQAblxw,front-end developer
Xây dựng weather app,https://viblo.asia/s/3m5WBNkWlO7,promise
Ứng dụng chat trên Android với NodeJs và Socket.io,https://viblo.asia/s/bq5QL7BJlD8,chat
Practical Laravel,https://viblo.asia/s/Je5Ejz6GKnL,laravel
javascript tips,https://viblo.asia/s/W65GEp6LZDO,javascript
Thử tạo Blockchain và tiền ảo BitCoin bằng HTML và Javascript,https://viblo.asia/s/GJ59j07aKX2,hash
Những kiến thức cần biết khi bắt đầu làm một  project web,https://viblo.asia/s/Wj53OmjP56m,css
Từ PHP sang nodeJS,https://viblo.asia/s/bq5QL7EElD8,node-persist
[Front-end] CSS_SASS,https://viblo.asia/s/bq5QL7aElD8,front-end
Android - Cơ bản về Gradle,https://viblo.asia/s/P856j2nB5Y3,android
Tổng hợp SQL for QAs,https://viblo.asia/s/68Z00JaAZkG,sql
Những thay đổi của Laravel ở các phiên bản,https://viblo.asia/s/JzKmgDPOl9N,5.6
Clean Code Series,https://viblo.asia/s/GJ59j0PGKX2,clean code
Làm sao để trở thành senior “giả cầy”??,https://toidicodedao.com/2020/02/18/lam-sao-thanh-senior-gia-cay/,tester
Cùng học Cờ Lao – Azure Phần 5.2: Tạo và kết nối SQL Database trên Cloud trong 10 phút,https://toidicodedao.com/2019/06/11/cung-hoc-co-lao-azure-phan-5-2-tao-va-ket-noi-sql-database-tren-cloud-trong-10-phut/,điện toán đám mây
Lightning Talk Kì 26 – Qui trình làm việc trong các công ty phần mềm,https://toidicodedao.com/2018/12/27/lightning-talk-ki-26-qui-trinh-lam-viec-trong-cac-cong-ty-phan-mem/,đi làm
Gặp khó khăn khi viết code thì phải làm sao?,https://toidicodedao.com/2018/10/02/gap-kho-khan-khi-viet-code-thi-phai-lam-sao/,viết code
Bạn tưởng CSS đơn giản và dễ học? Bạn sẽ nghĩ lại sau khi đọc bài viết này!,https://toidicodedao.com/2018/06/26/css-co-don-gian-de-hoc/,style
Làm trò với Puppeteer – Phần 3: Bắt đầu testing với puppeteer,https://toidicodedao.com/2018/01/30/lam-tro-voi-puppeteer-phan-3-bat-dau-testing-voi-puppeteer/,unit test
Thử thách tuyển dụng developer siêu ngầu theo phong cách Ma Trận,https://toidicodedao.com/2017/07/25/thu-thach-developer-sieu-ngau-phong-cach-the-matrix/,the matrix
Kĩ năng “Back of The Envelope” của các developer thần thánh,https://toidicodedao.com/2017/04/18/ki-nang-tinh-nham-back-of-the-envelope/,technical
Tôi đã viết “Nhận diện Idol” như thế nào – Phần 1 – Chuyện ngày xưa,https://toidicodedao.com/2016/12/22/nhan-dien-idol-phan-1-gioi-thieu/,website
Nên học một hay nhiều ngôn ngữ,https://toidicodedao.com/2016/08/25/hoc-sau-hay-hoc-rong/,định hướng
Series SOLID cho thanh niên code CỨNG: Open/Closed Principle,https://toidicodedao.com/2016/05/10/series-solid-cho-thanh-nien-code-cung-openclosed-principle/,srp
Một button trị giá 300 triệu đô – Cái nhìn khác về UI và chức năng,https://toidicodedao.com/2016/01/07/mot-button-tri-gia-300-trieu-do-cai-nhin-khac-ve-ui-va-chuc-nang/,đăng ký
NoSQL có gì hay ho – Tổng quan về NoSQL – Phần 1,https://toidicodedao.com/2015/09/24/nosql-co-gi-hay-ho-tong-quan-ve-nosql-phan-1/,tổng quan
Cách tiếp cận 1 ngôn ngữ/công nghệ mới – Phần 1,https://toidicodedao.com/2015/06/23/cach-tiep-can-1-ngon-ngucong-nghe-moi-phan-1/,đại học
[Computer Vision] Object Detection (nhận diện vật thể) chỉ với 10 dòng code sử dụng ImageAI,https://viblo.asia/p/computer-vision-object-detection-nhan-dien-vat-the-chi-voi-10-dong-code-su-dung-imageai-naQZRbdjZvx,artificial intelligence
Linear Regression - Hồi quy tuyến tính trong Machine Learning,https://viblo.asia/p/linear-regression-hoi-quy-tuyen-tinh-trong-machine-learning-4P856akRlY3,machine learning
"Nâng cao chất lượng code và hiệu quả làm việc nhóm với Husky, Lint-Staged, CommitLint",https://viblo.asia/p/nang-cao-chat-luong-code-va-hieu-qua-lam-viec-nhom-voi-husky-lint-staged-commitlint-4dbZNnMnZYM,conventional commits
Làm thế nào lập trình ít bug và hiệu quả,https://viblo.asia/p/lam-the-nao-lap-trinh-it-bug-va-hieu-qua-YWOZrNXYZQ0,coding
Tôi đã làm giả vân tay để điểm danh hộ như thế nào ?,https://viblo.asia/p/toi-da-lam-gia-van-tay-de-diem-danh-ho-nhu-the-nao-4P856LbRZY3,bypass
NodeJS là gì? Những khái niệm cơ bản nên biết,https://viblo.asia/p/nodejs-la-gi-nhung-khai-niem-co-ban-nen-biet-6J3Zg3MWZmB,js
Các loại cây trong Cấu trúc dữ liệu,https://viblo.asia/p/cac-loai-cay-trong-cau-truc-du-lieu-WAyK8DamKxX,tree
Secure coding for developers,https://viblo.asia/s/dbZN76EalYM,developer
Tìm hiểu về Distributed Systems,https://viblo.asia/s/aQZRb8wQZvx,consensus
Hướng dẫn về Arduino,https://viblo.asia/s/3vKjR8mVK2R,arduino
"Không chỉ là code, mà phải code sạch, code đẹp",https://viblo.asia/s/375z0mEbZGW,coding tip
Speed Up For Website,https://viblo.asia/s/yDZOPgydlwj,nginx
Optimize wordpress,https://viblo.asia/s/nB5pX8Er5PG,wordpress
Dạo quanh Amazon EKS (Amazon Elastic Kubernetes Service),https://viblo.asia/s/VgZvEvbmKAw,mayfest
Selenium Tutorial,https://viblo.asia/s/WrZngQJQlxw,command
[Flutter Series] Tự học Flutter,https://viblo.asia/s/JzKmgDQrl9N,flutter architect
Hướng dẫn MySQl cơ bản,https://viblo.asia/s/375z09jJZGW,ubuntu
Bài viết bổ ích,https://viblo.asia/s/L6lAyebmlek,git
Một số câu hỏi liên quan đến Crypto / Hashes / Passwords,https://viblo.asia/s/375z09p1ZGW,hash
Automation test - Katalon,https://viblo.asia/s/Q75wqNLQZWb,qa
CS224n: Natural Language Processing with Deep Learning,https://viblo.asia/s/AyK8VqyklxX,nlp
[LINUX 101] Series làm quen với Linux cho Newbie,https://viblo.asia/s/zD5dBo8YZjY,linuxacademy
Tech Invasion 2018,https://viblo.asia/s/QqKLv3pbl7z,edtech
"DApps, hoạt động và cách tạo ra chúng",https://viblo.asia/s/jeZ10773KWz,learn blockchain
"Cùng nhau tìm hiểu về ReactJS, thư viện do Facebook phát triển!",https://viblo.asia/s/DVK2jPP2KLj,laravel
Metaprogramming trong Ruby,https://viblo.asia/s/WrZngQQblxw,metaprogramming
Thư viện javascript,https://viblo.asia/s/L6lAyeVrlek,javascript
Laravel Cho người mới bắt đầu,https://viblo.asia/s/GJ59j0r9KX2,laravel
Bookmarks Viblo,https://viblo.asia/s/P0lPmJ8m5ox,""
Tôi đã bắt đầu học iOS như thế nào?,https://viblo.asia/s/Wj53Omx156m,auto layout
Start with React,https://viblo.asia/s/nB5pXJOJ5PG,reactjs
Odoo Developa / Odoo for Beginnar,https://viblo.asia/s/P0lPmJBm5ox,openerp
JavaScript - Functional Programming,https://viblo.asia/s/zD5dBoMwZjY,javascript
Nghịch ngợm cùng Puppeteer,https://viblo.asia/s/dbZN7QXalYM,node.js
ReactJs+Redux thập cẩm,https://viblo.asia/s/AyK8VqJ6lxX,laravel mix
[VueJS] Chia sẻ những thứ mình thích,https://viblo.asia/s/68Z00JoNZkG,reusecomponent
Lập trình hướng đối tượng với PHP,https://viblo.asia/s/bq5QL7EzlD8,laravel
PHP Unit Testing With PHPUnit,https://viblo.asia/s/Wj53OmBb56m,php
JavaScript Cơ bản,https://viblo.asia/s/eVKByjkJ5kW,sort array
Giới thiệu về Android Architecture Components,https://viblo.asia/s/jy5VB24b5ra,android
ES6 - The Good Part,https://viblo.asia/s/68Z00JWAZkG,ecmascript 2015
Series Hướng Dẫn Lập Trình Ruby on Rails,https://viblo.asia/s/JzKmgDqOl9N,api
Review Sách: The Art of Readable Code – Nghệ Thuật Viết Code Dễ Đọc,https://toidicodedao.com/2020/02/11/review-sach-the-art-of-readable-code-nghe-thuat-viet-code-de-doc/,the art of readable code
Lightning Talk Kì 31- 5 thái độ nên có của lập trình viên thành công,https://toidicodedao.com/2019/06/06/lightning-talk-ki-31-5-thai-do-nen-co-cua-lap-trinh-vien-thanh-cong/,đi làm
Cùng học Cờ Lao – Azure Phần 1: Cách tạo account Microsoft Azure để bắt đầu nghịch,https://toidicodedao.com/2018/12/25/cach-tao-account-microsoft-azure/,điện toán đám mây
Lightning Talk Kì 20 – Năm điều quan trọng mà Đại Học không dạy bạn,https://toidicodedao.com/2018/09/27/lightning-talk-ki-20-nam-dieu-quan-trong-ma-dai-hoc-khong-day-ban/,đại học
7 sự thật trong ngành lập trình mà dân “ngoại đạo” không hề biết,https://toidicodedao.com/2018/06/19/su-that-nganh-lap-trinh-it-nguoi-biet/,windows
"Tổng quan về testing – Phần 3: Công việc của tester, Automation Test có gì hot",https://toidicodedao.com/2018/01/16/tong-quan-testing-3-cong-viec-cua-tester-va-automation-test/,whitebox testing
Chuyện Code Chuyện Đời – Đi xin việc cũng như đi… tán gái,https://toidicodedao.com/2017/07/19/di-xin-viec-va-di-tan-gai/,xin việc
Series Nhập Môn Lập Trình – Triển vọng nghề nghiệp của ngành lập trình,https://toidicodedao.com/2017/04/13/trien-vong-nghe-nghiep-nganh-lap-trinh/,đại học
Series Bảo Mật Nhập Môn – Quản lý người dùng – Tưởng dễ ăn mà không đơn giản,https://toidicodedao.com/2016/12/20/quan-ly-user-dung-cach/,vietnamwork
JS Truyền Kì – Chương 3 : Quần hùng cát cứ,https://toidicodedao.com/2016/08/23/js-truyen-ki-chuong-3-quan-hung-cat-cu/,series javascript sida
"Một lần theo chân team đi tiếp thị, quảng cáo, và… code dạo",https://toidicodedao.com/2016/05/05/mot-lan-theo-chan-team-di-tiep-thi-quang-cao-va-code-dao/,team
Những mánh khóe “không bao giờ tiết lộ” của các lập trình viên vĩ đại,https://toidicodedao.com/2015/12/24/nhung-manh-khoe-khong-bao-gio-tiet-lo-cua-cac-lap-trinh-vien-vi-dai/,test
Hướng dẫn tích hợp Travis-CI vào project trên github,https://toidicodedao.com/2015/09/15/huong-dan-tich-hop-travis-ci-vao-project-tren-github/,visual studio
Những Plugin  sublime text cần thiết cho web Developers,https://viblo.asia/p/nhung-plugin-sublime-text-can-thiet-cho-web-developers-MdZkAQLVkox,sublime text
Angular 4 từ A đến Z,https://viblo.asia/p/angular-4-tu-a-den-z-Qbq5QLpwlD8,rxjs
Tìm hiểu về Route trong Laravel,https://viblo.asia/p/tim-hieu-ve-route-trong-laravel-V3m5W1pwZO7,laravel
Đi tìm chiếc structure hoàn hảo cho ứng dụng React,https://viblo.asia/p/di-tim-chiec-structure-hoan-hao-cho-ung-dung-react-Az45b41NZxY,javascript
Cách cài đặt và cấu hình Xampp cho Unbuntu,https://viblo.asia/p/cach-cai-dat-va-cau-hinh-xampp-cho-unbuntu-LzD5dezdKjY,xampp
ReactJS Main Concept: JSX and Rendering element,https://viblo.asia/p/reactjs-main-concept-jsx-and-rendering-element-63vKjvykK2R,reactjs
Translate sách The Art of Game Design,https://viblo.asia/s/J3ZgB8JPKmB,game design
Learning Node.js,https://viblo.asia/s/3vKjR8nMK2R,npm
Series kiến thức cơ bản về CSS Box Model,https://viblo.asia/s/MnKMJG3aZ7P,css
Nhập môn với VueJS,https://viblo.asia/s/4x5xp7yO5BM,cài đặt vuejs
