name,link,tag
Chuyện về các cây đa cây đề trong làng Software Engineering,https://toidicodedao.com/2015/10/15/chuyen-ve-cac-cay-da-cay-de-trong-lang-software-engineering/,unix
Series C# hay ho: Giới thiệu Humanizer – Một thư viện khá thú vị của C#,https://toidicodedao.com/2015/08/11/series-c-hay-ho-gioi-thieu-humanizer-mot-thu-vien-kha-thu-vi-cua-c/,thư viện
Viết unit test cho javascript với Jasmine – Phần 2,https://toidicodedao.com/2015/04/07/viet-unit-test-cho-javascript-voi-jasmine-phan-2/,unit test
Short-circuit evaluation : Đoản mạch và chập điện,https://toidicodedao.com/2015/01/29/short-circuit-evaluation-doan-mach-va-chap-dien/,đoản mạch
Vài ghi chép về Iterator trong JavaScript,https://thefullsnack.com/posts/javascript-iterator.html,javascriptv
Tail Call Optimization là gì? Và tại sao bạn không cần quan tâm đến nó?,https://thefullsnack.com/posts/tail-call-optimization-javascript.html,javascripttail
Hướng dẫn sử dụng Postman cho test API,https://viblo.asia/p/huong-dan-su-dung-postman-cho-test-api-aWj53Lb1K6m,""
Cách dowload và cài đặt SQL Server,https://viblo.asia/p/cach-dowload-va-cai-dat-sql-server-YWOZra2PKQ0,ms sql server
Tìm hiểu cách sử dụng Lambda Function trong Python,https://viblo.asia/p/tim-hieu-cach-su-dung-lambda-function-trong-python-924lJm46ZPM,basic python
Try to build a Firebase application development environment with Docker in 2020,https://viblo.asia/p/try-to-build-a-firebase-application-development-environment-with-docker-in-2020-bJzKma4kK9N,cài đặt vuejs
Một số function hữu ích khi làm việc với javascript,https://viblo.asia/s/o754jvjeZM6,javascript
Các ghi chú về Unity2D,https://viblo.asia/s/Wj53OQ2b56m,unity2d
Khám phá đại bản doanh Python,https://viblo.asia/s/OVlYq8Ozl8W,daibandoanhpython
Three JS - Thư viện JS tạo đối tượng 3D trên web,https://viblo.asia/s/J3ZgB82BKmB,3d
Reading documents,https://viblo.asia/s/zD5dB8A4ZjY,clean architecture
Github Education Packs,https://viblo.asia/s/Q75wqJD2ZWb,github
Google Analytics,https://viblo.asia/s/P856j7yB5Y3,google analytics
Java cơ bản cho người mới,https://viblo.asia/s/aGK7jPXL5j2,java
Tìm hiểu Elasticsearch,https://viblo.asia/s/yDZOPg8klwj,inverted index
Laravel cho người mới bắt đầu .,https://viblo.asia/s/3m5WB89ylO7,laravel
Tìm hiểu Ruby căn bản,https://viblo.asia/s/RNZqg8Eq50n,ruby 2.6
Selenium Tutorial,https://viblo.asia/s/WrZngQJQlxw,command
Web vulnerability,https://viblo.asia/s/bq5QL7XmlD8,github hacking
iOS Animation: Tutorials about animation,https://viblo.asia/s/Je5EjzNjKnL,particle
Learning - Node.js,https://viblo.asia/s/4x5xpqYB5BM,javascript
Cyber Security With Exploit Development,https://viblo.asia/s/3vKjRgNAK2R,exploit development
CHINH PHỤC CÁC TRANG WEB VỀ THUẬT TOÁN,https://viblo.asia/s/aGK7jNnD5j2,data structure
Lập trình với Ruby on Rails cơ bản (ROR),https://viblo.asia/s/bq5QL7nXlD8,query
Custom UI Master Class,https://viblo.asia/s/jeZ107rQKWz,pagination
UX/UI Performance Best Practices,https://viblo.asia/s/P0lPmJVP5ox,progressive web app
Solidity And Smart Contract,https://viblo.asia/s/Q75wqNJBZWb,solidity
Fulltext Search,https://viblo.asia/s/J3ZgBp8qKmB,fulltext search
"Series Viết code ""nghệ thuật""",https://viblo.asia/s/o754jLL0ZM6,javascript
Clean code - Robert Cecil Martin,https://viblo.asia/s/jy5VB2RG5ra,function
Memory Leaks in Swift,https://viblo.asia/s/rLZDXoREZk0,""
Tìm hiểu GraphQL,https://viblo.asia/s/AyK8Vq66lxX,api
JavaScript - Functional Programming,https://viblo.asia/s/zD5dBoMwZjY,javascript
JavaScript Design Pattern,https://viblo.asia/s/jeZ107z8KWz,constructor pattern
Test_Requirement,https://viblo.asia/s/DVK2jPeXKLj,test
PHP Unit Testing With PHPUnit,https://viblo.asia/s/Wj53OmBb56m,php
Android Programing với EDMTDev,https://viblo.asia/s/nB5pXJj75PG,edmtdev
Android - Cơ bản về Gradle,https://viblo.asia/s/P856j2nB5Y3,android
E Commerce Testing,https://viblo.asia/s/dbZN7QnnlYM,translated
Custom view android,https://viblo.asia/s/rLZDXo0eZk0,android recyclerview
Cảnh giới cao nhất của việc Code chính là … không Code!,https://toidicodedao.com/2020/06/30/canh-gioi-cao-nhat-no-code/,thiết kế hệ thống
Chuyện về bậc thiền sư và chàng coder trẻ tuổi,https://toidicodedao.com/2019/10/22/bac-thien-su-va-chang-coder/,uncle bob
Lightning Talk Kì 29 – Những môn học quan trọng trong ngành lập trình,https://toidicodedao.com/2019/03/20/lightning-talk-ki-29-nhung-mon-hoc-quan-trong-trong-nganh-lap-trinh/,đi làm
Cùng Học Cờ Lao – Cloud là cái chi chi? Cloud có gì hot?,https://toidicodedao.com/2018/11/13/cloud-la-gi-tong-quat-ve-cloud/,điện toán đám mây
Series Lược Sử Lập Trình Web Phần 4.1 – ReactJS ngang trời xuất thế,https://toidicodedao.com/2018/08/21/series-luoc-su-lap-trinh-web-phan-4-1-reactjs-ngang-troi-xuat-the/,web
Gắn râu JAV Idol – Phần 2: Làm quen với các thư viện và API cần sử dụng,https://toidicodedao.com/2018/04/24/gan-rau-jav-idol-phan-2-thu-vien-va-api/,yua mikami
Điểm số có thật sự quan trọng với Sinh Viên IT hay không?,https://toidicodedao.com/2017/11/16/diem-so-co-quan-trong-voi-sinh-vien-it/,điểm số
Giới thiệu Series UI/UX Cho Developer – “Hack Não” người dùng với UX tuyệt hảo,https://toidicodedao.com/2017/06/12/series-ux-ui-gioi-thieu/,ux
Series Nhận diện Idol: Phần cuối – Từ Demo tới Deploy – Hoàn chỉnh ứng dụng,https://toidicodedao.com/2017/03/21/series-nhan-dien-idol-phan-cuoi-hoan-chinh-deploy-ung-dung/,webtask
Bạn muốn code giỏi? Thử luyện tập và “chiến đấu” với bọn nước ngoài xem nào!,https://toidicodedao.com/2016/11/24/fight-with-code-the-hien-trinh-do/,topcoder
"Series Phản Phác Quy Chân – Luận về Technical Debt – Nợ kiếp này, duyên kiếp trước",https://toidicodedao.com/2016/08/02/technical-debt/,thư viện
Code trên “chín tầng mây” cùng Cloud 9 IDE,https://toidicodedao.com/2016/04/26/code-tren-chin-tang-may-cung-cloud-9-ide/,trên mây
[Tutorial] Viết ứng dụng di động một cách dễ dàng với Ionic Framework,https://toidicodedao.com/2016/01/12/tutorial-viet-ung-dung-di-dong-mot-cach-de-dang-voi-ionic-framework/,window phone
Sự “bá đạo” của Chrome Developer Tools – Phần 2,https://toidicodedao.com/2015/10/13/su-ba-dao-cua-chrome-developer-tools-phan-2/,web developer
[Tutorial] Hướng dẫn tích hợp Visual Studio với Github,https://toidicodedao.com/2015/08/04/tutorial-huong-dan-tich-hop-visual-studio-voi-github/,vs2013
"C# là ngôn ngữ tuyệt vời nhất. Java, PHP, C, C++, Ruby chỉ toàn là thứ rẻ tiền",https://toidicodedao.com/2015/07/30/c-la-ngon-ngu-tuyet-voi-nhat-java-php-c-c-ruby-chi-toan-la-thu-re-tien/,tôn giáo
Viết unit test cho javascript với Jasmine,https://toidicodedao.com/2015/04/02/viet-unit-test-cho-javascript-voi-jasmine/,unit test
Series C# hay ho: Những điều thú vị trong C# (Phần 2),https://toidicodedao.com/2015/01/27/series-c-hay-ho-nhung-dieu-thu-vi-trong-c-phan-2/,series
Chuyện không đầu không đít,https://thefullsnack.com/posts/chuyen-khong-dau-khong-dit.html,"random , opinionchuy"
Thuật toán tham lam - Greedy Algorithm,https://viblo.asia/p/thuat-toan-tham-lam-greedy-algorithm-XQZGxozlvwA,algorithm
Tìm hiểu về YOLO trong bài toán real-time object detection,https://viblo.asia/p/tim-hieu-ve-yolo-trong-bai-toan-real-time-object-detection-yMnKMdvr57P,machine learning
Thế nào mới là 1 DevOps thật sự,https://viblo.asia/p/the-nao-moi-la-1-devops-that-su-m68Z0ab6lkG,devops
Stateful và Stateless Functional Components trong React,https://viblo.asia/p/stateful-va-stateless-functional-components-trong-react-3P0lPkymZox,javascript
Cải thiện kĩ năng Javascript bằng cách tự viết Framework,https://viblo.asia/p/cai-thien-ki-nang-javascript-bang-cach-tu-viet-framework-vyDZOqMk5wj,javascript
Mobx và Mobx trong ReactJs,https://viblo.asia/s/MnKMJGJmZ7P,javascript
Command trên ubuntu,https://viblo.asia/s/z45bx8x6ZxY,ubuntu
Go Pro Devops (Thực hành Best-Practices và Tools),https://viblo.asia/s/7LKXN8AelV4,docker
Do things with React,https://viblo.asia/s/aQZRb8GXZvx,reactjs
Tự học React ...,https://viblo.asia/s/7LKXN8O2lV4,reactjs
SOTA trong vòng 5 phút?,https://viblo.asia/s/375z0mybZGW,deep learning
Series: Interview Questions,https://viblo.asia/s/RNZqg8wr50n,best pratices
Dịch bài - Translated Article,https://viblo.asia/s/AyK8VmEElxX,mayfest
Lập trình Golang từ cơ bản đến nâng cao,https://viblo.asia/s/L6lAy1YJlek,golang
Server monitoring with Monit,https://viblo.asia/s/DVK2jDbnKLj,moni
Framework Nestjs,https://viblo.asia/s/yEZkg8PYZQ0,nest
Triển khai lên Production làm sao cho nuột,https://viblo.asia/s/Je5EjW31KnL,clean code
Tập tành tìm hiểu CSS animation,https://viblo.asia/s/b85og8Qm52G,css
Mysql Database Design,https://viblo.asia/s/L6lAyemAlek,mysql
Web APIs Series,https://viblo.asia/s/zD5dBo3EZjY,javascript
Tut về AI Trí Tuệ Nhân Tạo,https://viblo.asia/s/QqKLv34Ol7z,deep learning
Thiết lập theme Material Component cho Android,https://viblo.asia/s/Wj53Omr856m,google material design
Penetration Testing Web & Apps,https://viblo.asia/s/pmleBzPM5rd,sql injection
Quá trình tự học Machine Learning,https://viblo.asia/s/24lJDgQ0KPM,linear regression
Tìm hiểu Sàn giao dịch tiền điện tử (cryptocurrency),https://viblo.asia/s/z45bxjVOZxY,sàn giao dịch binance
Vẽ biểu đồ với JavaScript,https://viblo.asia/s/OVlYq08Bl8W,chart
"Deploy Rails App to AWS EC2 By Using Nginx, Puma and Capistrano Gem",https://viblo.asia/s/yDZOPvvGlwj,deploy rails app
Laravel và những điều thú vị.,https://viblo.asia/s/o754jLreZM6,php
Tizen Platform - A new world !,https://viblo.asia/s/DVK2jPr2KLj,tizen
React Sketch.app,https://viblo.asia/s/WrZngQAblxw,front-end developer
Apache HttpComponents,https://viblo.asia/s/Wj53OmoP56m,httpclient
Thử tạo Blockchain và tiền ảo BitCoin bằng HTML và Javascript,https://viblo.asia/s/GJ59j07aKX2,hash
Ruby-tutorial-basic,https://viblo.asia/s/OVlYq0nzl8W,ruby on rails
Amazon Web Service Tutorials,https://viblo.asia/s/aQZRbPyXZvx,amazon web services (aws)
Học Python cùng tôi,https://viblo.asia/s/yDZOPv3dlwj,python
Sập Server có phải muôn đời – Phần 3: Phương pháp phòng chống – ngủ ngon không lo server sập,https://toidicodedao.com/2020/06/16/sap-server-co-phai-muon-doi-phan-3-phuong-phap-phong-chong-ngu-ngon-khong-lo-server-sap/,sla
"Sống khiêm tốn lại thôi nào, có khi chúng ta không giỏi như mình nghĩ!",https://toidicodedao.com/2019/10/15/song-khiem-ton-lai/,thành công
Cùng học Cờ Lao – Azure Phần 3: Cùng deploy ứng dụng Web trên máy ảo Azure Cloud,https://toidicodedao.com/2019/03/19/deploy-ung-dung-web-tren-may-ao-azure/,điện toán đám mây
Coding Life – Một ngày cuối tuần của Lập Trình Viên,https://toidicodedao.com/2018/11/08/coding-life-mot-ngay-cuoi-tuan-cua-lap-trinh-vien/,youtube channel
Sự khác biệt giữa Junior và Senior Developer,https://toidicodedao.com/2018/08/14/khac-biet-giua-junior-va-senior-developer/,technical
Gắn râu Sơn Tùng – Phần 1 : Bắt chước tính năng cực hay của Snapchat và Facebook,https://toidicodedao.com/2018/04/17/gan-rau-son-tung-phan-1-bat-chuoc-tinh-nang-cuc-hay-cua-snapchat-va-facebook/,tutorial
Năm ý tưởng cực thú dzị cho đồ án tốt nghiệp ngành CNTT – Phần 2,https://toidicodedao.com/2017/11/14/nam-y-tuong-cuc-thu-dzi-cho-do-an-tot-nghiep-nganh-cntt-phan-2/,đồ án tốt nghiệp
"Series Phản Phác Quy Chân – Đừng cắm mặt vào dùng công nghệ, hãy hiểu nó!",https://toidicodedao.com/2017/06/06/dung-cong-nghe-hieu-cong-nghe/,series phản phác qui chân
Giới thiệu series “Nhập Môn Lập Trình Không Code”,https://toidicodedao.com/2017/03/16/nhap-mon-lap-trinh-khong-code/,đại học
Series Bảo Mật Nhập Môn – Insecure Direct Object References – Giấu đầu lòi đuôi,https://toidicodedao.com/2016/11/22/lo-hong-bao-mat-insecure-direct-object-references/,vietnamwork
Microsoft Cognitive Service API – Phép màu công nghệ,https://toidicodedao.com/2016/07/25/microsoft-cognitive-service-api/,vi diệu
Series Phản Phác Quy Chân – Điều gì ngăn cản bạn đạt cảnh giới tối cao trong “code học”?,https://toidicodedao.com/2016/04/19/series-phan-phac-quy-chan-dieu-gi-ngan-can-ban-dat-canh-gioi-toi-cao-trong-code-hoc/,đại học fpt
Một button trị giá 300 triệu đô – Cái nhìn khác về UI và chức năng,https://toidicodedao.com/2016/01/07/mot-button-tri-gia-300-trieu-do-cai-nhin-khac-ve-ui-va-chuc-nang/,đăng ký
Sự “bá đạo” của Chrome Developer Tools – Phần 1,https://toidicodedao.com/2015/10/08/su-ba-dao-cua-chrome-developer-tools-phan-1/,web development
[Tutorial] Trích xuất thông tin từ website với HTML Aglitity Pack,https://toidicodedao.com/2015/07/28/tutorial-trich-xuat-thong-tin-tu-website-voi-html-aglitity-pack/,webtretho
Series C# hay ho: LINQ – Lột mặt nạ sự “bá đạo” của LINQ,https://toidicodedao.com/2015/03/26/series-c-hay-ho-linq/,series
Series C# hay ho: Những điều thú vị trong C# (Phần 1),https://toidicodedao.com/2015/01/22/series-c-hay-ho-nhung-dieu-thu-vi-trong-c-phan-1/,series
"Paper Review: Chuyện học khi ""mê sảng""",https://thefullsnack.com/posts/lucid-dream-learning.html,paperpaper
JavaScript Closures,https://codeaholicguy.com/2015/12/31/javascript-closures/,javascript
4 đặc tính của lập trình hướng đối tượng (Object oriented program),https://viblo.asia/p/4-dac-tinh-cua-lap-trinh-huong-doi-tuong-object-oriented-program-XL6lAA7Nlek,c
[Secure coding - Part 3] Là developer cần làm gì để ứng dụng của mình an toàn và bảo mật hơn?,https://viblo.asia/p/secure-coding-part-3-la-developer-can-lam-gi-de-ung-dung-cua-minh-an-toan-va-bao-mat-hon-L4x5xvEaZBM,secure coding
Docker: Chưa biết gì đến biết dùng (Phần 3: Docker-compose),https://viblo.asia/p/docker-chua-biet-gi-den-biet-dung-phan-3-docker-compose-3P0lPm6p5ox,linux
Những tính năng JavaScript bạn có thể chưa từng sử dụng,https://viblo.asia/p/nhung-tinh-nang-javascript-ban-co-the-chua-tung-su-dung-L4x5xv6YZBM,javascript
Các kỹ thuật xử lý vấn đề về chữ trong CSS mà bạn nên biết,https://viblo.asia/p/cac-ky-thuat-xu-ly-van-de-ve-chu-trong-css-ma-ban-nen-biet-XL6lAdDpZek,css text
Deploy một ứng dụng rails đơn giản với Docker,https://viblo.asia/p/deploy-mot-ung-dung-rails-don-gian-voi-docker-Eb85o4e4K2G,docker
Sailing the Laravel,https://viblo.asia/s/OVlYq8WQl8W,docker
IBM BPM Tutorial,https://viblo.asia/s/RNZqg8gG50n,ibm
Cùng phân tích 1 requirement nho nhỏ,https://viblo.asia/s/DVK2jDMvKLj,requirement
Tìm hiểu về Distributed Systems,https://viblo.asia/s/aQZRb8wQZvx,consensus
Tự học Salesforce,https://viblo.asia/s/MnKMJGygZ7P,salesforce
The Avengers Auditorium : An Assembly of the Average Amateur Aficionado in the Art of Argument.,https://viblo.asia/s/jy5VB8xz5ra,release tag
Let's start Python,https://viblo.asia/s/3vKjR86MK2R,beginner python
Agile căn bản và cách vận dụng,https://viblo.asia/s/dbZN76xvlYM,agile
Các tài liệu đã đọc,https://viblo.asia/s/DVK2jDanKLj,php
Cùng nhau tìm học Vuejs,https://viblo.asia/s/nB5pX8dY5PG,vue
Kiến trúc máy tính và hệ điều hành,https://viblo.asia/s/RNZqg8Jb50n,computer science
Làm gì đó với DevOps.,https://viblo.asia/s/aQZRb8NmZvx,laravel
Hướng dẫn cài đặt Python trên hệ điều hành Windows - MacOS - Linux 2020,https://viblo.asia/s/b85og8R452G,cài đặt python
Clean Code Ruby,https://viblo.asia/s/dbZN76mmlYM,clean code ruby - methods
Laravel series for dummies,https://viblo.asia/s/AyK8VqwplxX,laravel
Tìm hiểu Nuxt.js,https://viblo.asia/s/yDZOPve9lwj,vuejs
speech  to text Vietnamese,https://viblo.asia/s/VgZvE2kpKAw,analysis_vietnamese
NodeJS căn bản cho người mới bắt đầu,https://viblo.asia/s/7LKXNqXrlV4,javascript
Kiến thức toán học cần thiết,https://viblo.asia/s/68Z00JrQZkG,mathemmatics
Javascript những điều vụn vặt,https://viblo.asia/s/VgZvE2dpKAw,javascript
Ruby on Rails API with Vue.js,https://viblo.asia/s/WrZngQGYlxw,vuejs
Một số thủ thuật đơn giản nhưng tăng đáng kể hiệu suất cho Website của bạn,https://viblo.asia/s/jy5VB2Ny5ra,css
Spring WebFlux - Thế hệ web mới,https://viblo.asia/s/aGK7jNaa5j2,spring 5
Tạo Custom View trong Android,https://viblo.asia/s/bq5QL7V3lD8,customview
Cùng tìm hiểu Coroutines trong Kotlin,https://viblo.asia/s/jy5VB2Vo5ra,coroutines
[Laravel] Laravel Và Những Điều Căn Bản Nhất,https://viblo.asia/s/jy5VB28o5ra,relationships
Python everything,https://viblo.asia/s/nB5pXJ825PG,angularjs
REST API vs APIs,https://viblo.asia/s/vElaBkRA5kw,soap
Tôi đã bắt đầu học iOS như thế nào?,https://viblo.asia/s/Wj53Omx156m,auto layout
Notes Tips Tricks Code,https://viblo.asia/s/bq5QL76zlD8,laravel
Practical Laravel,https://viblo.asia/s/Je5Ejz6GKnL,laravel
Xây dựng ứng dụng web với NodeJS + Express FrameWork + AngularJS,https://viblo.asia/s/3vKjRgeVK2R,single page application
[VueJS] Chia sẻ những thứ mình thích,https://viblo.asia/s/68Z00JoNZkG,reusecomponent
Những kiến thức cần biết khi bắt đầu làm một  project web,https://viblo.asia/s/Wj53OmjP56m,css
Clean Code in Ruby on Rails,https://viblo.asia/s/OVlYq0Pzl8W,oop
Học Javascript hiện đại,https://viblo.asia/s/Q75wqN69ZWb,await
Apache POI - Đọc ghi file MS Office,https://viblo.asia/s/yDZOPvMQlwj,library
[MLE] Machine Learning Experiment,https://viblo.asia/s/GJ59j0MDKX2,""
Những thay đổi của Laravel ở các phiên bản,https://viblo.asia/s/JzKmgDPOl9N,5.6
"Sập Server có phải muôn đời – Phần 2: Cách viết post-mortem, nhìn lại vấn đề sau khi xử lý xong sự cố",https://toidicodedao.com/2020/06/09/sap-server-co-phai-muon-doi-phan-2-cach-viet-post-mortem-nhin-lai-van-de-sau-khi-xu-ly-xong-su-co/,viết postmortem như thế nào
Messege Queue – Bộ phận không thể thiếu trong các hệ thống lớn và microservice architecture,https://toidicodedao.com/2019/10/08/message-queue-la-gi-ung-dung-microservice/,software architecture
Năm thói quen xấu của lập trình viên “dỏm” mà các bạn nên bỏ,https://toidicodedao.com/2019/03/05/thoi-quen-xau-lap-trinh-vien-nen-bo/,youtube channel
5 thái độ cần có của một developer thành công,https://toidicodedao.com/2018/11/01/thai-do-can-co-cua-developer-thanh-cong/,unit test
Series Lược Sử Lập Trình Web phần 3.2 – NodeJS làm loạn giới front-end,https://toidicodedao.com/2018/08/07/series-luoc-su-lap-trinh-web-phan-3-2-nodejs-lam-loan-gioi-front-end/,web developer
"Theo chân đại ca Cảnh Trần – Data Scientist, phân tích nhiều điều thú vị về ngành JAV",https://toidicodedao.com/2018/04/05/data-scientist-phan-tich-jav/,python
Năm ý tưởng cực thú dzị cho đồ án tốt nghiệp ngành CNTT,https://toidicodedao.com/2017/11/07/y-tuong-do-an-tot-nghiep-nganh-cntt/,đồ ăn
"Series Chuyện Code Chuyện Đời – Từ chuyện con ếch luộc, chuyện tán gái cho tới chuyện chàng lập trình viên",https://toidicodedao.com/2017/06/01/ech-tan-gai-va-lap-trinh-vien/,tán gái
"Series Nhận diện Idol: Phần 6.2 – Từ Demo tới Deploy, viết RestAPI cho ứng dụng với WebTask",https://toidicodedao.com/2017/03/14/series-nhan-dien-idol-phan-6-2-tu-demo-toi-deploy-viet-restapi-cho-ung-dung-voi-webtask/,website
Series Bảo Mật Nhập Môn – SQL Injection – Lỗ hổng bảo mật thần thánh,https://toidicodedao.com/2016/11/15/lo-hong-sql-injection-than-thanh/,xss
Deadlock trong SQL transaction. Ứng dụng trong Laravel.,https://viblo.asia/p/deadlock-trong-sql-transaction-ung-dung-trong-laravel-WAyK89emZxX,mysql
Pair Programing  - Một trong những kỹ thuật phát triển phần mềm thượng thừa nên biết.,https://viblo.asia/p/pair-programing-mot-trong-nhung-ky-thuat-phat-trien-phan-mem-thuong-thua-nen-biet-bJzKma7EK9N,pair programming
Giới thiệu 5 thư viện bạn cần có trong Xcode,https://viblo.asia/p/gioi-thieu-5-thu-vien-ban-can-co-trong-xcode-gAm5yJ68Kdb,extension
Maps in Golang,https://viblo.asia/p/maps-in-golang-Az45bPPgZxY,maps
Push Notification đơn giản với Rails ActionCable,https://viblo.asia/p/push-notification-don-gian-voi-rails-actioncable-aWj53bBwl6m,push notification
Học python từ rất cơ bản đến nâng cao,https://viblo.asia/s/Q75wqJkMZWb,cài đặt python
[Giải ngố thuật ngữ] Các thuật ngữ hay dùng trong IT,https://viblo.asia/s/dbZN767qlYM,giaingothuatngu
50 tips cho mọi lập trình viên,https://viblo.asia/s/Je5EjWdGKnL,beginer developer
React Packages Overview,https://viblo.asia/s/Je5EjW84KnL,react router
Deep Dive In JavaScript,https://viblo.asia/s/aGK7jPLB5j2,chrome plugin
Series  Chrome DevTools,https://viblo.asia/s/3m5WB8Y8lO7,devtools
"Tạo 1 Search app hoàn chỉnh với SearchView, RxJava và data binding",https://viblo.asia/s/OVlYq8Qrl8W,android
Cẩm nang kiểm thử với Vue,https://viblo.asia/s/aGK7jNde5j2,mock
[JavaScript] Căn bản trong Javascript,https://viblo.asia/s/QqKLv3j6l7z,web developer
Update công nghệ,https://viblo.asia/s/WOZrgP9ylQ0,non-tech
ReactJs cho người mới bắt đầu,https://viblo.asia/s/nB5pXJaD5PG,complex
E2E Acceptance testing từ lý thuyết tới thực tiễn,https://viblo.asia/s/vElaBkQm5kw,cucumber
Laravel design pattern,https://viblo.asia/s/QqKLv3WMl7z,laravel
Kỹ thuật AJAX trong Javascript,https://viblo.asia/s/OVlYq0mal8W,ajax
Tăng tốc cho Rails bằng việc loại bỏ N+1 queries,https://viblo.asia/s/QqKLv3Drl7z,ruby on rails
Kiến thức cơ bản về Test,https://viblo.asia/s/JzKmgDvEl9N,testing
Laravel checkout my alvindev,https://viblo.asia/s/AyK8VqmklxX,eloquent
SASS và 5 tính năng chính của SASS,https://viblo.asia/s/jeZ107EoKWz,sass laravel
Bookmarks Viblo,https://viblo.asia/s/P0lPmJ8m5ox,""
SOLID Principles,https://viblo.asia/s/WrZngQznlxw,ruby on rails
CSS Upgrade: Styled-components,https://viblo.asia/s/P856j2pL5Y3,styled-components
Dive Into GraphQL,https://viblo.asia/s/dbZN7QkalYM,apollo client
PHP Developer ffffffffffff,https://viblo.asia/s/rLZDXoGEZk0,ssh
Phát triển Android hiện đại với Kotlin,https://viblo.asia/s/4x5xpq6O5BM,kotlin
iOS Bluetooth Guide,https://viblo.asia/s/W65GEpmxZDO,bluetooth
JavaScript Design Patterns,https://viblo.asia/s/jeZ107mYKWz,javascript
Học linh tinh về iOS,https://viblo.asia/s/P0lPmJDn5ox,delegate
Sập Server có phải muôn đời – Phần 1: Làm gì khi hệ thống sập bất ngờ?,https://toidicodedao.com/2020/06/02/sap-server-co-phai-muon-doi-phan-1-lam-gi-khi-he-thong-sap-bat-ngo/,sysadmin
Bốn sai lầm các bạn sinh viên / lập trình viên hay mắc phải khi mới đi làm,https://toidicodedao.com/2019/10/01/sai-lam-cua-developer/,senior developer
Thiên Địa Hội truyền kì – Chuyện về tầm quan trọng của Index trong Database (Phần 1),https://toidicodedao.com/2019/09/03/thien-dia-hoi-truyen-ki-database-index-phan-1/,đánh index
Lập trình viên “gà” hay nói những câu gì? Xem để phòng tránh nhé!,https://toidicodedao.com/2019/02/26/lap-trinh-vien-ga-hay-noi-nhung-cau-gi/,đi làm
Giới thiệu Series Cùng học Cờ Lao – Tìm hiểu về Cloud Computing,https://toidicodedao.com/2018/10/30/gioi-thieu-series-cung-hoc-co-lao-tim-hieu-ve-cloud-computing/,điện toán đám mây
Code Cùng Code Dạo – Học HTML/CSS/JS thông qua… vếu,https://toidicodedao.com/2018/08/02/code-cung-code-dao-hoc-html-css-js-thong-qua-veu/,web developer
Lật mặt tốc độ tải trang “rùa bò” của Sên Đô và Tiki,https://toidicodedao.com/2018/04/03/tiki-sendo-tai-trang-cham-sen-bo/,web
Lựa chọn laptop lập trình – Người bạn đồng hành của mọi lập trình viên,https://toidicodedao.com/2017/10/17/lua-chon-laptop-lap-trinh-nguoi-ban-dong-hanh-cua-moi-lap-trinh-vien/,sinh viên
Lập trình viên cần biết gì về Package Manager?,https://toidicodedao.com/2017/05/30/package-manager-la-gi/,web
Series Nhận diện Idol: Phần 6.1 – Luận về Serverless – Vô Thai Kiếm,https://toidicodedao.com/2017/03/07/giai-thich-kien-truc-serverless/,website
Nguyễn Nhật Ánh sẽ nói gì về lập trình và… code?,https://toidicodedao.com/2016/11/03/nguyen-nhat-anh-lap-trinh-code/,văn học
Series Phản Phác Quy Chân – Bí kíp để trở thành “cao thủ” trong việc fix bug,https://toidicodedao.com/2016/07/18/cao-thu-fix-bug/,series phản phác qui chân
Series Phản Phác Quy Chân – Chuyện về những “ổ gà” trên con đường lập trình,https://toidicodedao.com/2016/04/14/series-phan-phac-quy-chan-chuyen-ve-nhung-o-ga-tren-con-duong-lap-trinh/,webform
Những mánh khóe “không bao giờ tiết lộ” của các lập trình viên vĩ đại,https://toidicodedao.com/2015/12/24/nhung-manh-khoe-khong-bao-gio-tiet-lo-cua-cac-lap-trinh-vien-vi-dai/,test
Review sách: Microsoft .NET – Architecting Applications for the Enterprise (1st Edition),https://toidicodedao.com/2015/10/06/review-sach-microsoft-net-architecting-applications-for-the-enterprise-1st-edition/,software architecture
Một số câu phỏng vấn thú vị về lập trình,https://toidicodedao.com/2015/07/14/mot-so-cau-phong-van-thu-vi-ve-lap-trinh/,thú vị
SOLID là gì – Áp dụng các nguyên lý SOLID để trở thành lập trình viên code “cứng”,https://toidicodedao.com/2015/03/24/solid-la-gi-ap-dung-cac-nguyen-ly-solid-de-tro-thanh-lap-trinh-vien-code-cung/,srp
Học ngôn ngữ lập trình nào bây giờ (Phần cuối),https://toidicodedao.com/2015/01/20/hoc-ngon-ngu-lap-trinh-nao-bay-gio-phan-cuoi/,nghề nghiệp
Blame Driven Development,https://thefullsnack.com/posts/blame-driven-development.html,"random , opinion , javascriptblame"
Hai kiểu lập trình viên,https://thefullsnack.com/posts/css-specificity.html,"random , opinion , csshai"
"BERT, RoBERTa, PhoBERT, BERTweet: Ứng dụng state-of-the-art pre-trained model cho bài toán phân loại văn bản",https://viblo.asia/p/bert-roberta-phobert-bertweet-ung-dung-state-of-the-art-pre-trained-model-cho-bai-toan-phan-loai-van-ban-4P856PEWZY3,deep learning
Securing Spring Boot with JWT,https://viblo.asia/p/securing-spring-boot-with-jwt-bJzKm14rK9N,jwt
